churn,Recency,Frequency,Monetary,AvgOrderValue,CustomerLifetimeDays,AvgDaysBetweenPurchases,PurchaseRatePerMonth,WeekendPurchaseRatio,EveningPurchaseRatio,UniqueActiveMonths,UniqueActiveDays,MonthlyPurchaseVariance,UniqueProducts,ProductDiversityRatio,AvgItemsPerInvoice,RepeatPurchaseRatio,TopProductConcentration,RecencyScore,MonetaryScore,QuantityPerMonth,InvoiceFrequencyScore,EngagementScore,R_Quartile,F_Quartile,M_Quartile,RFM_Score,Recency_Frequency,Monetary_Frequency,Recency_Monetary,Log_Monetary,Log_Frequency,Log_Recency,High_Recency_Flag,Low_Frequency_Flag,Low_Monetary_Flag,Recency_Bucket
1,95,1,1131.69,1131.69,0,0.0,1.0,1.0,0.0,1,1,0.0,198,198.0,679.0,0.0808080808080808,0.0093457943925233,0.3368794314295055,0.0205182605510879,679.0,1.0,0.0136060806027149,2,0,3,5,95,1131.69,107510.55,7.0323506137047325,0.6931471805599453,4.564348191467836,1,1,0,3
0,162,3,666.33,222.11,120,60.0,0.6,0.0,0.0,3,3,0.0,15,5.0,75.0,0.1333333333333333,0.1176470588235294,0.5744680830692621,0.0120738986906652,75.0,1.0,0.0154134877639989,3,1,2,6,486,1998.99,107945.46,6.503284676189586,1.3862943611198906,5.093750200806762,1,0,0,3
0,16,2,463.15,231.575,116,116.0,0.410958904109589,0.0,0.2758620689655172,2,2,0.0,27,13.5,152.0,0.074074074074074,0.0689655172413793,0.0567375884512851,0.0083870209125995,152.0,1.0,0.0158223231434563,0,0,2,2,32,926.3,7410.4,6.1402077758459415,1.0986122886681098,2.833213344056216,0,0,0,0
0,151,2,581.5,290.75,76,76.0,0.5660377358490566,1.0,0.0,2,1,0.0,34,17.0,145.0,0.1470588235294117,0.0512820512820512,0.5354609910090036,0.0105345845755293,145.0,1.0,0.0097874509576965,3,0,2,5,302,1163.0,87806.5,6.367329185439855,1.0986122886681098,5.0238805208462765,1,0,0,3
0,42,3,512.6,170.86666666666667,231,115.5,0.3448275862068966,0.0,0.0,3,3,0.0,26,8.666666666666666,72.0,0.0384615384615384,0.074074074074074,0.1489361696846235,0.009284334162552,72.0,1.0,0.0237046829829284,1,1,2,4,126,1537.8000000000002,21529.2,6.241444752375752,1.3862943611198906,3.7612001156935615,0,0,0,1
1,115,3,309.06,103.02,153,76.5,0.4918032786885246,0.0,0.0,2,1,0.7071067811865476,30,10.0,87.0,0.0,0.0333333333333333,0.407801416993612,0.0055909238714432,130.5,1.5,0.0099328115830957,2,1,1,4,345,927.18,35541.9,5.736765827138216,1.3862943611198906,4.7535901911063645,1,0,1,3
0,2,23,9364.1,407.1347826086957,280,12.727272727272728,2.225806451612903,0.0647321428571428,0.0,10,6,0.8232726023485646,120,5.217391304347826,274.0869565217391,0.825,0.0223214285714285,0.0070921985564106,0.1699024986105725,630.4,2.3,3.880042876169509,0,2,3,5,46,215374.3,18728.2,9.144745292877772,3.1780538303479458,1.0986122886681098,0,0,0,0
0,119,1,174.95,174.95,0,0.0,1.0,0.0,0.0,1,1,0.0,11,11.0,59.0,0.0,0.0909090909090909,0.4219858141064332,0.0031573813041807,59.0,1.0,0.0018250111840915,2,0,0,2,119,174.95,20819.05,5.170199863767594,0.6931471805599453,4.787491742782046,1,1,1,3
0,106,5,477.19,95.438,168,42.0,0.7575757575757576,0.0,0.0,3,3,1.1547005383792517,23,4.6,55.2,0.0869565217391304,0.1153846153846153,0.3758865234897641,0.0086417889212817,92.0,1.6666666666666667,0.0269672846346439,2,2,2,6,530,2385.95,50582.14,6.170008143053166,1.791759469228055,4.672828834461906,1,0,0,3
1,136,1,25.2,25.2,0,0.0,1.0,0.0,0.0,1,1,0.0,4,4.0,60.0,0.0,0.25,0.4822695018359237,0.0004400373369332,60.0,1.0,0.0002278207496612,2,0,0,2,136,25.2,3427.2,3.265759410767051,0.6931471805599453,4.919980925828125,1,1,1,3
0,191,2,549.86,274.93,78,78.0,0.5555555555555556,0.0,0.0,2,2,0.0,96,48.0,130.0,0.125,0.0275229357798165,0.6773049621372165,0.0099604492625162,130.0,1.0,0.006428375103796,3,0,2,5,382,1099.72,105023.26,6.311480693383664,1.0986122886681098,5.2574953720277815,1,0,0,4
0,41,3,967.01,322.33666666666664,52,26.0,1.0975609756097562,0.0,0.0,2,2,0.7071067811865476,34,11.333333333333334,192.33333333333331,0.2647058823529412,0.0652173913043478,0.1453900704064182,0.017529998751246,288.5,1.5,0.0449439329957339,1,1,2,4,123,2901.03,39647.41,6.875242417801729,1.3862943611198906,3.737669618283368,0,0,0,1
1,93,6,514.68,85.77999999999999,144,28.8,1.0344827586206895,0.0,0.0,4,2,0.5773502691896257,7,1.1666666666666667,27.33333333333333,0.1428571428571428,0.25,0.3297872328730949,0.0093220775712457,41.0,1.5,0.0374866524263775,2,2,2,6,558,3088.08,47865.24,6.245486418067127,1.9459101490553128,4.543294782270004,1,0,0,3
1,83,8,1271.78,158.9725,128,18.285714285714285,1.518987341772152,0.2976190476190476,0.0,5,6,0.8944271909999159,66,8.25,124.375,0.1969696969696969,0.0476190476190476,0.2943262400910417,0.0230603154183446,199.0,1.6,0.1301844758875984,2,2,3,7,664,10174.24,105557.74,7.148958763512314,2.19722457733622,4.430816798843313,1,0,0,2
0,273,1,118.99,118.99,0,0.0,1.0,0.0,0.0,1,1,0.0,23,23.0,63.0,0.0,0.0434782608695652,0.9680851029500528,0.0021419384433648,63.0,1.0,6.835974490731467e-05,3,0,0,3,273,118.99,32484.27,4.787408405976297,0.6931471805599453,5.613128106388071,1,1,1,4
0,48,6,1339.08,223.18,102,20.4,1.3636363636363635,0.3552631578947368,0.0,4,5,0.5773502691896257,45,7.5,140.83333333333334,0.5555555555555556,0.0394736842105263,0.1702127653538554,0.0242815324400191,211.25,1.5,0.1208910339382449,1,2,3,6,288,8034.48,64275.84,7.200484592655431,1.9459101490553128,3.8918202981106265,0,0,0,1
1,7,5,1207.74,241.548,273,68.25,0.495049504950495,0.0,0.0,4,2,0.5,65,13.0,166.8,0.2461538461538461,0.0459770114942528,0.0248226949474372,0.0218982539314496,208.5,1.25,0.1067734012711387,0,2,3,5,35,6038.7,8454.18,7.097333773723976,1.791759469228055,2.079441541679836,0,0,0,0
1,268,1,304.77,304.77,0,0.0,1.0,0.0,0.0,1,1,0.0,24,24.0,249.0,0.0,0.0416666666666666,0.9503546065590264,0.0055130780910125,249.0,1.0,0.0002736989308991,3,0,1,4,268,304.77,81678.36,5.722833185347001,0.6931471805599453,5.594711379601839,1,1,1,4
1,102,2,224.5,112.25,47,47.0,0.7792207792207793,0.0625,0.0,2,2,0.0,15,7.5,79.0,0.0666666666666666,0.125,0.3617021263769428,0.0040565091410896,79.0,1.0,0.00517852231818,2,0,1,3,204,449.0,22899.0,5.418320158942733,1.0986122886681098,4.634728988229636,1,0,1,3
1,200,1,420.16,420.16,0,0.0,1.0,1.0,0.0,1,1,0.0,27,27.0,279.0,0.0,0.037037037037037,0.7092198556410644,0.0076069299800321,279.0,1.0,0.002211944197722,3,0,1,4,200,420.16,84032.0,6.043012808988559,0.6931471805599453,5.303304908059076,1,1,1,4
1,274,2,117.0,58.5,6,6.0,1.6666666666666667,0.0,0.0,1,1,0.0,5,2.5,34.0,0.2,0.3333333333333333,0.9716312022282582,0.002105828162932,68.0,2.0,0.0001194796265925,3,0,0,3,548,234.0,32058.0,4.770684624465665,1.0986122886681098,5.616771097666572,1,0,1,4
0,7,11,6673.41,606.6736363636363,272,27.2,1.0927152317880795,0.0,0.0,8,4,0.7440238091428449,163,14.818181818181818,342.27272727272725,0.4907975460122699,0.0222222222222222,0.0248226949474372,0.1210775888327219,470.625,1.375,1.298793284581717,0,2,3,5,77,73407.51,46713.87,8.806036089848758,2.4849066497880004,2.079441541679836,0,0,0,0
0,43,6,999.05,166.50833333333335,199,39.8,0.7860262008733624,0.3220338983050847,0.0,6,4,0.0,42,7.0,77.5,0.3571428571428571,0.0508474576271186,0.1524822689628288,0.0181113924120848,77.5,1.0,0.092098357218084,1,2,3,6,258,5994.3,42959.15,6.907805277732179,1.9459101490553128,3.784189633918261,0,0,0,1
1,66,1,383.76,383.76,0,0.0,1.0,0.0,0.0,1,1,0.0,25,25.0,268.0,0.0,0.04,0.2340425523615512,0.0069464203278932,268.0,1.0,0.0053206623845769,1,0,1,2,66,383.76,25328.16,5.952619763284415,0.6931471805599453,4.204692619390966,0,1,1,2
1,182,1,136.95,136.95,0,0.0,1.0,0.0,0.0,1,1,0.0,9,9.0,81.0,0.0,0.1111111111111111,0.6453900686333686,0.0024678382607389,81.0,1.0,0.0008751199562645,3,0,0,3,182,136.95,24924.9,4.926891300663295,0.6931471805599453,5.209486152841421,1,1,1,4
1,228,3,399.9,133.3,39,19.5,1.3043478260869563,0.3636363636363636,0.1363636363636363,2,3,0.7071067811865476,22,7.333333333333333,86.0,0.0,0.0454545454545454,0.8085106354308134,0.0072392946626603,129.0,1.5,0.0041587438046457,3,1,1,5,684,1199.7,91177.2,5.993712019648461,1.3862943611198906,5.43372200355424,1,0,1,4
1,85,5,4059.95,811.99,186,46.5,0.6944444444444444,0.0,0.0,4,4,0.5,191,38.2,378.6,0.1256544502617801,0.0136363636363636,0.3014184386474523,0.0736540845613189,473.25,1.25,0.2572669269641939,2,2,3,7,425,20299.75,345095.75,8.309172215372136,1.791759469228055,4.454347296253507,1,0,0,2
0,127,1,56.64,56.64,0,0.0,1.0,0.0,0.0,1,1,0.0,6,6.0,28.0,0.0,0.1666666666666666,0.4503546083320758,0.0010105434760334,28.0,1.0,0.0005554405646818,2,0,0,2,127,56.64,7193.28,4.054216771131322,0.6931471805599453,4.852030263919617,1,1,1,3
1,28,1,63.6,63.6,0,0.0,1.0,0.0,1.0,1,1,0.0,5,5.0,24.0,0.0,0.2,0.099290779789749,0.0011368387282006,24.0,1.0,0.0010239611243824,0,0,0,0,28,63.6,1780.8,4.168214410788556,0.6931471805599453,3.367295829986474,0,1,1,0
0,27,3,894.87,298.29,177,88.5,0.4347826086956521,0.0,0.0,3,2,0.0,39,13.0,176.0,0.2051282051282051,0.0612244897959183,0.0957446805115436,0.0162209557208805,176.0,1.0,0.0440036564933789,0,1,2,3,81,2684.61,24161.49,6.797795313162748,1.3862943611198906,3.332204510175204,0,0,0,0
0,3,3,834.84,278.28000000000003,60,30.0,1.0,0.0,0.0,3,3,0.0,43,14.333333333333334,131.33333333333334,0.0930232558139534,0.0425531914893617,0.0106382978346159,0.0151316591709382,131.33333333333334,1.0,0.0449120522218376,0,1,2,3,9,2504.52,2504.52,6.728437207207957,1.3862943611198906,1.3862943611198906,0,0,0,0
1,146,1,109.7,109.7,0,0.0,1.0,0.0,0.0,1,1,0.0,4,4.0,54.0,0.0,0.25,0.5177304946179769,0.0019733633151129,54.0,1.0,0.0009516929499185,3,0,0,3,146,109.7,16016.2,4.706823839714591,0.6931471805599453,4.990432586778736,1,1,1,3
0,279,1,237.99,237.99,0,0.0,1.0,0.0,0.0,1,1,0.0,70,70.0,172.0,0.1428571428571428,0.025,0.9893616986192848,0.0043012969215114,172.0,1.0,4.575849297898149e-05,3,0,1,4,279,237.99,66399.21,5.476421710051968,0.6931471805599453,5.634789603169249,1,1,1,4
0,34,11,1377.1,125.1909090909091,197,19.7,1.4537444933920705,0.2903225806451613,0.0,7,5,0.5345224838248488,11,1.0,34.36363636363637,0.9090909090909092,0.1612903225806451,0.1205673754589809,0.0249714384008522,54.0,1.5714285714285714,0.2415676737256843,1,2,3,6,374,15148.100000000002,46821.4,7.2284610178810995,2.4849066497880004,3.555348061489413,0,0,0,1
0,126,3,720.46,240.1533333333333,78,39.0,0.8333333333333333,0.0,0.0,3,2,0.0,47,15.666666666666666,176.0,0.1702127659574468,0.0363636363636363,0.4468085090538705,0.0130561346101785,176.0,1.0,0.021667627712994,2,1,2,5,378,2161.38,90777.96,6.581276936621629,1.3862943611198906,4.844187086458591,1,0,0,3
1,109,1,238.65,238.65,0,0.0,1.0,1.0,0.0,1,1,0.0,22,22.0,77.0,0.0,0.0454545454545454,0.3865248213243801,0.0043132731954238,77.0,1.0,0.0026460860442394,2,0,1,3,109,238.65,26012.85,5.47917952560564,0.6931471805599453,4.700480365792417,1,1,1,3
0,51,3,912.04,304.0133333333333,225,112.5,0.3529411764705882,0.4782608695652174,0.0,2,3,0.7071067811865476,42,14.0,95.0,0.0952380952380952,0.0434782608695652,0.1808510631884714,0.0165325203012988,142.5,1.5,0.0406277892828719,1,1,2,4,153,2736.12,46514.04,6.816779691245345,1.3862943611198906,3.951243718581428,0,0,0,1
0,21,6,1672.64,278.77333333333337,187,37.4,0.8294930875576036,0.0,0.1354166666666666,5,2,0.4472135954999579,68,11.333333333333334,218.83333333333331,0.3382352941176471,0.0416666666666666,0.0744680848423117,0.0303342686918727,262.6,1.2,0.1684520027837811,0,2,3,5,126,10035.84,35125.44,7.422756174158604,1.9459101490553128,3.091042453358316,0,0,0,0
1,45,3,294.54,98.18,9,4.5,2.3076923076923075,0.0,0.0,1,2,0.0,39,13.0,36.66666666666666,0.1025641025641025,0.0465116279069767,0.1595744675192394,0.0053274458453702,110.0,3.0,0.0134319645340729,1,1,1,3,135,883.6200000000001,13254.3,5.688804191475488,1.3862943611198906,3.828641396489095,0,0,1,1
0,189,4,1814.62,453.655,84,28.0,1.0526315789473684,0.0,0.0,3,1,0.5773502691896257,104,26.0,239.0,0.173076923076923,0.0232558139534883,0.6702127635808058,0.0329106192526059,318.6666666666667,1.3333333333333333,0.0434140086886449,3,1,3,7,756,7258.48,342963.18000000005,7.504182286163851,1.6094379124341005,5.247024072160486,1,0,0,4
1,273,1,320.91,320.91,0,0.0,1.0,0.0,0.0,1,1,0.0,50,50.0,231.0,0.0,0.02,0.9680851029500528,0.0058059524257796,231.0,1.0,0.0001852963739456,3,0,1,4,273,320.91,87608.43000000001,5.7742720033705455,0.6931471805599453,5.613128106388071,1,1,1,4
0,73,3,446.4,148.79999999999998,167,83.5,0.4568527918781726,0.0,0.0,3,2,0.0,3,1.0,32.0,0.3333333333333333,0.6,0.2588652473089884,0.0080830775973982,32.0,1.0,0.01797194914839,1,1,2,4,219,1339.1999999999998,32587.2,6.1034530490560295,1.3862943611198906,4.30406509320417,0,0,0,2
0,55,5,1537.71,307.54200000000003,95,23.75,1.2000000000000002,0.0,0.198019801980198,4,3,0.5,85,17.0,202.6,0.1529411764705882,0.0297029702970297,0.1950354603012927,0.0278858465115675,253.25,1.25,0.1122355880064637,1,2,3,6,275,7688.55,84574.05,7.33869968203487,1.791759469228055,4.02535169073515,0,0,0,1
1,142,1,314.88,314.88,0,0.0,1.0,0.0,0.0,1,1,0.0,22,22.0,302.0,0.0,0.0454545454545454,0.5035460975051557,0.0056965328323071,302.0,1.0,0.0028280659552889,2,0,1,3,142,314.88,44712.96,5.755362394629381,0.6931471805599453,4.962844630259907,1,1,1,3
0,3,7,1585.41,226.48714285714289,228,38.0,0.813953488372093,0.0,0.0,5,3,0.8944271909999159,53,7.571428571428571,102.14285714285714,0.2452830188679245,0.0649350649350649,0.0106382978346159,0.0287514044897825,143.0,1.4,0.1991187693995972,0,2,3,5,21,11097.87,4756.2300000000005,7.369228880766152,2.079441541679836,1.3862943611198906,0,0,0,0
0,154,2,317.23,158.615,78,78.0,0.5555555555555556,0.0,0.2222222222222222,2,2,0.0,18,9.0,105.0,0.0,0.0555555555555555,0.5460992888436196,0.0057391756257831,105.0,1.0,0.0052100317959887,3,0,1,4,308,634.46,48853.420000000006,5.762774391786414,1.0986122886681098,5.043425116919247,1,0,1,3
1,41,7,917.7,131.1,231,38.5,0.8045977011494253,0.0,0.0833333333333333,5,4,0.5477225575051661,7,1.0,28.285714285714285,0.2857142857142857,0.3333333333333333,0.1453900704064182,0.0166352259230325,39.6,1.4,0.0995164047839933,1,2,2,5,287,6423.900000000001,37625.7,6.822959627277421,2.079441541679836,3.737669618283368,0,0,0,1
0,49,2,156.0,78.0,113,113.0,0.4195804195804196,0.0,0.0,2,2,0.0,3,1.5,40.0,0.6666666666666666,0.4,0.1737588646320607,0.002813517075938,40.0,1.0,0.0046492870864002,1,0,0,1,98,312.0,7644.0,5.056245805348308,1.0986122886681098,3.912023005428146,0,0,1,1
1,269,1,93.35,93.35,0,0.0,1.0,0.0,0.0,1,1,0.0,6,6.0,21.0,0.0,0.1666666666666666,0.9539007058372316,0.0016766783477373,21.0,1.0,7.729368836868838e-05,3,0,0,3,269,93.35,25111.15,4.547011271814559,0.6931471805599453,5.598421958998375,1,1,1,4
0,175,2,400.65,200.325,28,28.0,1.0344827586206895,0.0,0.0,2,1,0.0,22,11.0,119.5,0.0909090909090909,0.0833333333333333,0.6205673736859313,0.0072529040648335,119.5,1.0,0.0055039768754475,3,0,1,4,350,801.3,70113.75,5.995581062619822,1.0986122886681098,5.170483995038151,1,0,1,3
0,17,3,526.78,175.59333333333333,139,69.5,0.5325443786982248,0.0,0.0,3,3,0.0,24,8.0,107.33333333333331,0.2083333333333333,0.1,0.0602836877294904,0.0095416425929732,107.33333333333331,1.0,0.026899311571416,0,1,2,3,51,1580.34,8955.26,6.268679530209919,1.3862943611198906,2.8903717578961645,0,0,0,0
1,36,3,707.12,235.70666666666668,160,80.0,0.4736842105263158,0.0,0.392156862745098,3,2,0.0,51,17.0,210.33333333333331,0.0,0.0196078431372549,0.1276595740153915,0.0128140687101913,210.33333333333331,1.0,0.033534690471733,1,1,2,4,108,2121.36,25456.32,6.562613570857078,1.3862943611198906,3.610917912644224,0,0,0,1
1,269,1,465.8,465.8,0,0.0,1.0,0.0,1.0,1,1,0.0,29,29.0,166.0,0.0,0.0344827586206896,0.9539007058372316,0.0084351074669448,166.0,1.0,0.0003888525004132,3,0,2,5,269,465.8,125300.2,6.145900900412401,0.6931471805599453,5.598421958998375,1,1,0,4
0,2,16,8417.14,526.07125,277,18.466666666666665,1.5635179153094465,0.0703422053231939,0.1482889733840304,10,4,0.5163977794943222,243,15.1875,276.5625,0.5555555555555556,0.0152091254752851,0.0070921985564106,0.1527190859680037,442.5,1.6,2.426175550191442,0,2,3,5,32,134674.24,16834.28,9.03814418022097,2.833213344056216,1.0986122886681098,0,0,0,0
0,7,14,4182.33,298.73785714285714,261,20.07692307692308,1.4432989690721651,0.1717171717171717,0.0707070707070707,9,5,0.5270462766947299,184,13.142857142857142,210.07142857142856,0.3097826086956521,0.0202020202020202,0.0248226949474372,0.0758747760785927,326.77777777777777,1.5555555555555556,1.0358790352090423,0,2,3,5,98,58552.62,29276.31,8.338862859078754,2.70805020110221,2.079441541679836,0,0,0,0
0,1,1,189.93,189.93,0,0.0,1.0,0.0,0.0,1,1,0.0,15,15.0,215.0,0.0,0.0666666666666666,0.0035460992782053,0.0034292064302532,215.0,1.0,0.0034170461238061,0,0,0,0,1,189.93,189.93,5.251906868725373,0.6931471805599453,0.6931471805599453,0,1,1,0
1,123,1,116.1,116.1,0,0.0,1.0,1.0,0.0,1,1,0.0,7,7.0,54.0,0.0,0.1428571428571428,0.4361702112192546,0.0020894968803241,54.0,1.0,0.0011781205846912,2,0,0,2,123,116.1,14280.3,4.763028270603671,0.6931471805599453,4.820281565605037,1,1,1,3
0,267,1,189.31,189.31,0,0.0,1.0,0.0,0.0,1,1,0.0,11,11.0,75.0,0.0,0.0909090909090909,0.9468085072808208,0.0034179559911234,75.0,1.0,0.0001818061812163,3,0,0,3,267,189.31,50545.77,5.248654321528936,0.6931471805599453,5.5909869805108565,1,1,1,4
0,192,1,146.52,146.52,0,0.0,1.0,0.0,0.0,1,1,0.0,5,5.0,91.0,0.0,0.2,0.6808510614154217,0.0026414942324688,91.0,1.0,0.0008430300805697,3,0,0,3,192,146.52,28131.840000000004,4.993963759808284,0.6931471805599453,5.262690188904886,1,1,1,4
0,57,2,706.4000000000001,353.20000000000005,78,78.0,0.5555555555555556,0.0,0.0,2,2,0.0,39,19.5,213.0,0.0256410256410256,0.05,0.2021276588577033,0.012801003684105,213.0,1.0,0.0204271335568161,1,0,2,3,114,1412.8000000000002,40264.8,6.561596276771381,1.0986122886681098,4.060443010546419,0,0,0,1
0,42,9,3939.61,437.7344444444445,227,28.375,1.050583657587549,0.0,0.0,5,4,0.4472135954999579,137,15.22222222222222,228.0,0.2262773722627737,0.0231213872832369,0.1489361696846235,0.0714704106179563,410.4,1.8,0.5474329327325759,1,2,3,6,378,35456.49,165463.62,8.279090812643265,2.302585092994046,3.7612001156935615,0,0,0,1
0,41,3,1028.17,342.72333333333336,105,52.5,0.6666666666666666,0.0,0.0,2,3,0.7071067811865476,67,22.33333333333333,236.66666666666663,0.0,0.0149253731343283,0.1453900704064182,0.018639800133796,355.0,1.5,0.0477892748399455,1,1,3,5,123,3084.51,42154.97,6.936507931129275,1.3862943611198906,3.737669618283368,0,0,0,1
0,114,5,1167.25,233.45,77,19.25,1.4018691588785046,0.0,0.0,2,2,0.7071067811865476,70,14.0,130.4,0.1142857142857142,0.0379746835443038,0.4042553177154067,0.0211635276727928,326.0,2.5,0.0630402953472459,2,2,3,7,570,5836.25,133066.5,7.063262181580535,1.791759469228055,4.74493212836325,1,0,0,3
0,109,4,755.35,188.8375,167,55.66666666666666,0.6091370558375635,0.5714285714285714,0.0,3,3,0.5773502691896258,31,7.75,53.75,0.1290322580645161,0.0571428571428571,0.3865248213243801,0.0136892439992754,71.66666666666667,1.3333333333333333,0.0335920456335586,2,1,2,5,436,3021.4,82333.15000000001,6.628504232008209,1.6094379124341005,4.700480365792417,1,0,0,3
1,106,2,584.96,292.48,97,97.0,0.4724409448818897,0.0,0.0,2,2,0.0,36,18.0,137.0,0.0277777777777777,0.054054054054054,0.3758865234897641,0.0105973692842217,137.0,1.0,0.0132279219716767,2,0,2,4,212,1169.92,62005.76,6.373251527861569,1.0986122886681098,4.672828834461906,1,0,0,3
0,70,4,1052.2,263.05,207,69.0,0.5063291139240506,0.3968253968253968,0.0,4,4,0.0,46,11.5,147.0,0.3043478260869565,0.0476190476190476,0.2482269494743725,0.0190758453794251,147.0,1.0,0.0573628258889824,1,1,3,5,280,4208.8,73654.0,6.959588427622155,1.6094379124341005,4.262679877041316,0,0,0,2
1,72,1,352.81,352.81,0,0.0,1.0,0.0,0.0,1,1,0.0,23,23.0,221.0,0.0,0.0434782608695652,0.2553191480307831,0.0063848056648794,221.0,1.0,0.0047546425221803,1,0,1,2,72,352.81,25402.32,5.868760045882496,0.6931471805599453,4.290459441148391,0,1,1,2
1,14,2,451.02,225.51,111,111.0,0.425531914893617,0.0,0.0,2,1,0.0,21,10.5,86.0,0.1904761904761904,0.08,0.0496453898948745,0.0081669115147851,86.0,1.0,0.0155229240167933,0,0,2,2,28,902.04,6314.28,6.1137264266409375,1.0986122886681098,2.70805020110221,0,0,0,0
1,275,1,203.15,203.15,0,0.0,1.0,0.0,0.0,1,1,0.0,10,10.0,97.0,0.0,0.1,0.9751773015064634,0.0036690948258927,97.0,1.0,9.107683460733098e-05,3,0,1,4,275,203.15,55866.25,5.318855017765585,0.6931471805599453,5.62040086571715,1,1,1,4
1,135,3,578.44,192.81333333333336,135,67.5,0.5454545454545454,0.9444444444444444,0.0,3,2,0.0,23,7.666666666666667,158.0,0.5217391304347826,0.0833333333333333,0.4787234025577184,0.0104790582146627,158.0,1.0,0.0163874634316169,2,1,2,5,405,1735.3200000000002,78089.40000000001,6.362062119887071,1.3862943611198906,4.912654885736052,1,0,0,3
0,67,1,48.3,48.3,0,0.0,1.0,1.0,0.0,1,1,0.0,3,3.0,26.0,0.0,0.3333333333333333,0.2375886516397565,0.0008592069238675,26.0,1.0,0.0006550691093463,1,0,0,1,67,48.3,3236.1,3.897924081048645,0.6931471805599453,4.219507705176107,0,1,1,2
0,35,3,1872.25,624.0833333333334,63,31.5,0.9677419354838708,0.0,0.0,3,1,0.0,197,65.66666666666667,486.0,0.233502538071066,0.0153846153846153,0.1241134747371862,0.033956365715594,486.0,1.0,0.0892257695315549,1,1,3,5,105,5616.75,65528.75,7.53543016924442,1.3862943611198906,3.58351893845611,0,0,0,1
0,3,5,504.75,100.95,1,0.25,4.838709677419354,0.6875,0.0,1,2,0.0,43,8.6,57.0,0.0930232558139534,0.0625,0.0106382978346159,0.0091418890864726,285.0,5.0,0.0452231747379986,0,2,2,4,15,2523.75,1514.25,6.226042476047855,1.791759469228055,1.3862943611198906,0,0,0,0
1,228,1,15.0,15.0,0,0.0,1.0,1.0,0.0,1,1,0.0,1,1.0,12.0,0.0,1.0,0.8085106354308134,0.0002549494673778,12.0,1.0,4.8820111505429466e-05,3,0,0,3,228,15.0,3420.0,2.772588722239781,0.6931471805599453,5.43372200355424,1,1,1,4
0,6,8,2523.94,315.4925,273,39.0,0.7920792079207921,0.0,0.1194968553459119,7,4,0.3779644730092272,135,16.875,184.375,0.1259259259259259,0.0251572327044025,0.0212765956692319,0.0457818474519246,210.7142857142857,1.1428571428571428,0.3584621247575968,0,2,3,5,48,20191.52,15143.64,7.833972579050893,2.19722457733622,1.9459101490553128,0,0,0,0
1,128,4,634.03,158.5075,138,46.0,0.7142857142857143,0.0,0.0,4,3,0.0,27,6.75,62.5,0.2962962962962963,0.081081081081081,0.4539007076102812,0.0114877871037397,62.5,1.0,0.0250938896339041,2,1,2,5,512,2536.12,81155.84,6.453672241871213,1.6094379124341005,4.859812404361672,1,0,0,3
0,41,3,431.58,143.86,92,46.0,0.7377049180327869,0.0,0.0,2,3,0.7071067811865476,13,4.333333333333333,59.333333333333336,0.4615384615384615,0.1428571428571428,0.1453900704064182,0.0078141558104559,89.0,1.5,0.0200341654410211,1,1,2,4,123,1294.7400000000002,17694.780000000002,6.069767280365156,1.3862943611198906,3.737669618283368,0,0,0,1
1,142,3,1350.59,450.19666666666666,133,66.5,0.5521472392638036,0.0,0.0,3,2,0.0,156,52.0,252.0,0.1025641025641025,0.0170454545454545,0.5035460975051557,0.0244903913987037,252.0,1.0,0.0364750511505379,2,1,3,6,426,4051.77,191783.78,7.209036956174114,1.3862943611198906,4.962844630259907,1,0,0,3
1,36,10,3031.06,303.106,208,23.11111111111111,1.2605042016806722,0.5240963855421686,0.0,7,5,0.5345224838248488,286,28.6,160.6,0.1293706293706293,0.0120481927710843,0.1276595740153915,0.0549839808253506,229.42857142857144,1.4285714285714286,0.4796474925551592,1,2,3,6,360,30310.6,109118.16,8.01699753548467,2.3978952727983707,3.610917912644224,0,0,0,1
0,30,1,298.49,298.49,0,0.0,1.0,0.0,0.0,1,1,0.0,14,14.0,103.0,0.0,0.0714285714285714,0.1063829783461596,0.005399122030149,103.0,1.0,0.0048247473481273,1,0,1,2,30,298.49,8954.7,5.702081028016443,0.6931471805599453,3.4339872044851463,0,1,1,0
1,0,1,271.14,271.14,0,0.0,1.0,0.0,0.0,1,1,0.0,18,18.0,235.0,0.0,0.0555555555555555,0.0,0.0049028324975665,235.0,1.0,0.0049028324975665,0,0,1,1,0,271.14,0.0,5.606316639762713,0.6931471805599453,0.0,0,1,1,0
0,14,11,2783.66,253.06,253,25.3,1.1660777385159011,0.1,0.1,8,6,0.5175491695067657,69,6.2727272727272725,102.54545454545456,0.4057971014492754,0.0583333333333333,0.0496453898948745,0.0504946926951534,141.0,1.375,0.5278665038754878,0,2,3,5,154,30620.26,38971.24,7.931881062323421,2.4849066497880004,2.70805020110221,0,0,0,0
0,50,4,1734.86,433.715,174,58.0,0.5882352941176471,0.0,0.0,4,2,0.0,71,17.75,254.25,0.2676056338028169,0.0396039603960396,0.1773049639102661,0.0314633046961607,254.25,1.0,0.1035388183700411,1,1,3,5,200,6939.4400000000005,86743.0,7.45925824680701,1.6094379124341005,3.9318256327243257,0,0,0,1
